"","al","al0","al1","ar","bf","cp","f","fa","g","ind","N-me-pyr","o","p","ph","phytol","pyridol","s","short","sy","ter","unk"
"1",0.218044514970897,0.562656992259844,1.00272367382575,1.50360112128447,5.47909251826401,7.4790857044577,8.31643247789517,7.06762169780377,15.1649874981755,0.349823068669548,0.452378226628998,0.160778193573860,1.13226803486607,12.9422718540056,2.05326564858579,1.08916681045502,3.18843534931758,5.87991738738993,13.1832915769395,0.0857708364235727,12.6883868142074
"2",0.210351244375773,0.479680318667024,1.10034640224168,1.40922699734372,5.44050322083528,8.32822822116179,8.58073968497272,6.67026659119742,16.0118935405915,0.330465481343339,0.437010768504146,0.178520589081189,1.07439461348540,12.0722101527465,1.85251623217761,1.07852888524855,3.5271228626174,6.01864026426981,12.8300891813855,0.0791669083606422,12.290097839393
"3",0.239252264152953,0.813408651274335,1.20563897056358,1.53391303337398,5.71102871693756,8.4732795853862,8.62646743829913,3.84635037835699,16.2345109916970,0.352921346757598,0.507141804228148,0.172551593936440,1.21787967135132,12.6281764017518,1.2885641092776,1.25438248525204,3.56395370075949,6.44874013429672,13.2464333667871,0.0908235326373986,12.5445818229226
"4",0.237517773018533,0.505499662501657,1.06185903819245,1.43880169229835,5.93217778905923,8.1356540312229,8.87645424055036,3.68660718803858,16.1720321462073,0.367673280387458,0.437429765742953,0.18260184417014,1.16003061988327,13.5873459115139,1.25779438622764,1.09326618878342,3.63066353437545,6.34920893095984,12.8177230328508,0.0883768443578937,12.9812820996579
"5",0.280790042024155,0.991710647859555,1.56334538765158,1.51198757249781,6.29515771773678,8.62019803014863,8.69410080598977,2.86804895488144,15.2951277467776,0.435651274731711,0.51885581400566,0.134816315317756,1.24589082909111,15.1298519378513,1.05216038383726,0.578208415487351,3.71417708175620,6.86452843309417,13.0833251754505,0.141302132881997,10.9807653009277
"6",0.239258171939243,0.82272035984236,1.67399298155914,1.23880250548381,6.53352034324336,7.52886605269526,8.13610080331853,3.5722663366536,16.1955425444371,0.446031073666715,0.40592565104883,0.151825382856605,1.08155120715713,13.8951251483124,1.07311038445326,0.575875300278182,3.71897684830858,5.79512565191643,14.089778098939,0.110093441857678,12.7155117120328
"7",0.329471571065029,0.902639955024265,1.36107239193135,1.47926709316577,6.6639543533536,8.03119671533454,8.49315573603491,2.80309675491164,14.8879359363210,0.445971552165646,0.419466737169231,0.136197857937986,1.17723109267959,15.8555753403822,1.21722285535709,0.489956807302552,3.74550268740559,6.64865909944584,12.9553286174107,0.134334765389240,11.8227620802122
"8",0.224565833532438,0.909789601466343,1.22911217242078,1.39726830137845,5.82823433803746,8.2687777922778,8.19302613375374,3.16976066228012,16.5997891726852,0.382120824638686,0.488608636972388,0.150747767785252,1.14066158958786,14.1707284260581,1.14393885185408,0.748432054814777,3.64515714232117,6.038870529158,13.9350575372610,0.110827296336744,12.2245253353796
"9",0.266673758721174,0.883999969429512,1.25151722798038,1.50904632195245,5.93581279647015,8.46587113735548,8.24865064634215,3.17896022825343,15.6676298265832,0.399937277673819,0.474509389119669,0.143578915471338,1.18608646499501,14.7777185564999,1.18358402477861,0.677419234296029,3.7879264901626,6.44153356054105,13.4703092440600,0.133594216425757,11.9156407128882
"10",0.210748165225055,0.88667525415148,1.45809150198042,1.51429848671948,5.9412285189934,8.8734039502685,8.470896953655,2.89230190667064,15.969530475906,0.427059288338012,0.511143211274568,0.136972188349431,1.26961451094903,14.7793314187918,0.787151750293144,0.62353046837456,4.0260204617827,6.78128837102282,12.9266403600487,0.090012265856969,11.4240604913483
"11",0.204399447429050,0.996759098470516,1.45833050375139,1.54537672645347,6.66390691193783,8.68921914798016,8.37704931209059,3.06848051936684,14.7857299298864,0.405761685213301,0.516857929587149,0.134786668079472,1.24539214737088,15.7152540926645,0.800785600353584,0.629340937440347,3.71461343872882,6.59894019654088,13.0687247883116,0.100699514170793,11.2795914041724
"12",0.171995917431388,0.966209716251452,1.47053908998633,1.46571076912990,5.42099109589185,8.54609196554567,8.22340702448278,3.02414615499538,17.1552324285628,0.370985528042017,0.53370923378783,0.141747453144552,1.18740857631479,13.6657690152709,0.830993617703802,0.66487218751787,3.80244699010801,6.21007371030846,13.8910175531273,0.0927552273307626,12.1638967450662
"13",0.201208699537794,1.14006237019557,1.46180789332875,1.62123804386918,6.40859456750897,8.3782524573443,8.58031402111753,3.07129939664738,15.1267896557548,0.441958649126023,0.471585692585766,0.121606105371570,1.27335536020891,16.1995161265258,0.765656332494138,0.595718655721410,3.78152246722864,6.83676029726789,11.8019522862728,0.102033384211685,11.6187675376811
"14",0.189418327043507,0.959811171490306,1.46228444907461,1.48969968908906,6.12742838391376,8.69646762625,8.65748173489293,2.80672195044568,15.7778044044166,0.412130618977512,0.501997712466777,0.133484613237223,1.23872009258312,14.5236005649238,0.819945687478488,0.672751270136818,3.89053294517656,6.83034285184269,13.0912621158904,0.0884062329515449,11.6297075577187
"15",0.205359814011748,0.753226071868074,1.41171552046230,1.60567033230151,6.7144285248285,8.6990712253525,8.93489449837114,2.36127356170876,13.9749399995373,0.558381971152802,0.570014246624365,0.141544296287766,1.44361868987864,16.584822772084,0.874045319047436,0.669972632629248,3.52537963048393,7.03159346607984,12.6931766555074,0.100275703213166,11.1465950685697
"16",0.130764737342707,0.569948246782406,1.44265738369891,1.57267538785820,6.27937176590515,7.96779232473119,8.69170506492611,1.9671800448757,16.2739061772194,0.4680873472847,0.458576108628904,0.153379300318387,1.27675266129828,14.7151617093508,0.641161832834007,0.696122084488798,3.43235418590089,5.95166940391336,13.5695803381078,0.0694378589788124,13.6717160355555
"17",0.153808285581051,0.73145241650143,1.46673147236590,1.54600556478826,5.69642144906658,8.21618644660403,8.98138945823817,2.22063998164789,16.5466275840747,0.404826628240857,0.545501443156189,0.149229894803332,1.28490310741887,14.1218647501889,0.654733202180362,0.762022420322342,3.44625386822477,6.17852189829217,13.7352486472428,0.0772515903410079,13.0803798907204
"18",0.163301734713554,0.585186366963181,1.39920629227715,1.57623032553110,5.97165496548961,8.16693983617729,9.46723247860957,2.468995170495,15.2548773571841,0.426386152552305,0.535826033857942,0.138673654472944,1.32845062669909,14.2993645192653,0.701349112855664,0.785119696139509,3.23799373522597,6.2793074411704,13.5867525181796,0.0724517801599873,13.5547002019807
"19",0.156539626995303,0.571174603107716,1.45933765732271,1.62578303879207,6.49228815092985,8.25715559454854,9.35839320579737,2.07575212989938,15.2412432032346,0.468867363553775,0.458533734646195,0.144470238130105,1.30906050264972,15.4259268698147,0.649644667153745,0.636343112674252,3.58598176717527,6.71089026555806,12.7424966546758,0.0746563362176523,12.5554612771231
"20",0.544055709776701,0.91485124410736,1.92458293790014,1.62825117175377,5.34677815775319,9.56153732423575,6.58876558387935,3.52502273093838,16.5431364485132,0.346581254896046,0.379351426086024,0.204433655618161,1.08635699355410,14.0978423392812,1.02792531932834,1.16148160366743,4.8178073057316,6.71462570364042,13.2442268150345,0.0176462151779028,10.3247400591264
"21",0.460545234688344,0.913999274654813,1.93103235796854,1.66203869853417,5.17346704466007,9.97313204306999,6.44935908735696,3.09411068476337,16.5916814129060,0.369165256829932,0.401740885107088,0.200133550504334,1.18529764188901,13.9878590282018,1.02400823182336,1.26964838843256,5.07864430128604,7.08275872999613,12.9104747720632,0.0194414935534524,10.2214618817108
"22",0.498305668655133,1.60225833852095,2.09327304891632,1.56838888072964,5.05997306319512,9.5291677973001,6.43268718258412,3.2727114311911,17.0075155016397,0.350236190046980,0.384083460047923,0.204782735283787,1.07628169130823,12.7804486806336,0.913284839289888,1.06227206226870,4.99966889089022,6.79055560825844,13.5118871950771,0.0185867209976543,10.8436310131653
"23",0.512012925585644,1.02831795374851,2.1054832531769,1.59982138193522,5.4659487620553,9.5931313444659,6.31519851812182,3.43500135654516,16.6059743397610,0.356682914109481,0.36995481218311,0.203075497954691,1.08889691837806,14.0551172612487,0.873609898203865,1.12826019683686,4.86793055877911,6.69118294016351,13.2512930031657,0.0205766463893756,10.4325295171920
"24",0.794917135103956,2.34605369366209,2.28543068445977,1.46923674905048,6.08192037901377,9.2861888028788,5.73852960974638,3.0701775886424,15.7069219589833,0.449595609725327,0.430232431624051,0.139688559972164,1.16714549774274,15.1149435869429,0.87529413300148,0.69156742265708,4.47968768779277,6.53306547254376,13.931870641098,0.0259723373652828,9.38156001799347
"25",0.720737233466058,1.7311920006937,2.08177776531433,1.66855858037060,5.64853436514878,9.52217968340824,5.95922509559229,2.77539330536652,16.4022527065131,0.421597239301444,0.368445353870181,0.150744050865189,1.11913497401077,15.7184590624051,0.817850532010784,0.599747402148523,4.91673598406015,6.54489110369549,13.3098586568353,0.0422316229326300,9.48045328199075
"26",0.638397610397375,1.78242018658078,2.00445483077544,1.66142277387674,5.16081370971834,9.77320029666383,5.7755602243022,2.76679499824257,17.0996224623495,0.39047942698781,0.455161252150531,0.148801589336248,1.1489371741955,15.0079162603738,0.793463455162916,0.687380122431891,4.74394011713183,6.61558378322551,13.9596590858795,0.0341705297707045,9.35182011044695
"27",0.839333088426669,2.2096910786129,2.37037906468287,1.63641397142339,5.85988368444715,9.82621379064244,5.92725074204142,3.10085507288658,14.8500416472765,0.447781531144675,0.424531984420082,0.128564578008876,1.24388684524697,16.0726946575077,0.81762256336546,0.547554750331429,4.73520699475646,7.12175605381847,13.4041999436952,0.0303653411377731,8.40577261612697
"28",0.585183886352815,2.36806083636506,1.86548880202408,1.69947179517042,4.85506743230676,10.1513560071670,5.93705973325259,2.55078935768593,17.6903274705323,0.365800102656869,0.570637493946983,0.128010715798588,1.19743358910898,14.3977672556858,0.678249572040433,0.636915105773613,4.75338935843029,7.07378631969508,13.8238263495778,0.0280288931860615,8.64334992324244
"29",0.521834696596463,1.81014425233583,2.23375347127198,1.77264948566628,5.48881422207878,9.48401322789428,5.83773061663039,2.81734201620728,16.9242901490877,0.430842799711099,0.42756451522923,0.138285087303995,1.21848037915149,15.5977107317234,0.656832152245958,0.562293357993027,4.82242560582402,6.70529216589025,13.2339086760760,0.0383130371242654,9.27747935395834
"30",0.661430732850922,2.21795104263632,2.12279631350638,1.62878865589564,5.72538601640995,9.8502786878836,6.0021563386613,3.06445249578659,16.1227288877605,0.448110623823294,0.426176124326600,0.139739616328885,1.19448055858117,15.6419175672918,0.653229092871857,0.625746958728557,4.78876969226096,6.91523674664753,12.8386800533270,0.0313957102334286,8.90054808418765
"31",0.513235855926258,1.96206207328128,1.96392750543851,1.64222854501846,6.06734085904603,9.08203262029763,5.98028744877358,1.65882954622702,16.7551174236786,0.488471721445754,0.401264206995331,0.130462772080886,1.17631252121770,16.4384609573335,0.771142623193176,0.521810242599683,4.68104018364774,6.81737676171961,13.9372893164225,0.0365766751697537,8.97473014048703
"32",0.527288124753484,1.84775512076139,2.25416173564651,1.74613202471976,5.20930484475218,9.7950512117607,6.0160765645287,2.04477898886932,17.4868022327189,0.42081232978123,0.513059210206225,0.125271383489967,1.22554924329998,14.6741077661541,0.744077457964395,0.649523514923806,4.72406494785807,6.8254559238583,14.0423189338674,0.0393671550346225,9.08904128505096
"33",0.283076158656717,1.31054718543062,2.36604214072778,1.73452006721527,5.46855097516206,9.30113019492033,5.89307684398697,1.91682455230706,18.2283576021755,0.439456969293603,0.464595007923311,0.165933277682052,1.18692787835855,14.6665825155429,0.66147370921132,0.70279967530483,4.54248799725752,6.30391226582166,13.9015607157378,0.0392817639711306,10.4228625033130
"34",0.320203950371686,1.41972610364400,1.93039285050436,1.75511944562386,5.93766843007775,9.3925497431194,6.18703304289789,2.01327763984943,16.8788996709824,0.443699558403532,0.417170700493367,0.159966733310435,1.18804881845489,15.5858099858298,0.720278947355701,0.696184356124095,4.77869636409868,6.70624889046205,13.3668003962440,0.0420749658393899,10.0601494063133
"35",0.331723998059574,1.50078196917064,2.34532844775559,1.74037308601254,5.85353177033719,9.31695646457993,6.14831352734256,2.01437207857412,16.7760208718911,0.437872500870336,0.423447541243711,0.157096199543650,1.18182452805679,15.5274835065001,0.723964662838712,0.648600120138857,4.66456855835443,6.59492520590436,13.7134886390791,0.0500691745424838,9.84925714920422
"36",0.308781001165986,1.4094053634516,2.08589742465489,1.71636261396997,5.49044240721259,9.58312027031042,6.12462538358449,1.97686247229828,17.761819293115,0.452070120685509,0.475218849017982,0.162106918089402,1.26757709391993,14.9399226187675,0.66469813842479,0.745669031650306,4.66177244771045,6.64648792412759,13.4299358658163,0.0407689810197223,10.0564557810073
"37",0.300449789736783,1.30224571686357,2.11526832427456,1.81627949128248,5.53057895486394,9.60982746291005,5.89181793210842,1.70546947393133,18.0066295549803,0.436508973254315,0.497702914748177,0.145243570328824,1.25099455740792,15.4028168160625,0.660550045702807,0.678557113588735,4.54162320090075,6.49320582398882,13.7715702619843,0.0471530072566581,9.79550701382475
"38",0.272302554167885,0.910470810821307,1.71272440919237,1.42771282936377,4.70095972493333,9.3915688637371,9.23707504849506,3.41821807087455,18.0580142017473,0.250243716902653,0.464988148807212,0.193355623710434,1.06247112167447,9.25311097279163,0.905362379482119,1.27058418080016,4.33183959591006,6.87205230393365,13.3299351468031,0.0462506261590838,12.8907596696928
"39",0.300516931252775,1.25364088851092,1.65535574507328,1.38095037772315,4.87185225124976,9.10136232635618,9.24397579770405,3.36568188220244,17.7672818862085,0.244834833564304,0.434260459450531,0.19793903036292,0.99510268911018,9.54162345823002,1.01913749207471,1.20063495721278,4.34356189580181,6.79745214734963,13.2461782097031,0.0531423413812051,12.9855143994777
"40",0.302807000124441,0.634840655085561,1.90175604435013,1.42685896379536,4.91985177901418,9.31596550769215,8.83928681133818,3.26226487185337,18.1505197363236,0.231850239245354,0.497108699853041,0.191300410391267,1.04825043688074,9.09293269525928,0.803945108927206,1.29058756383408,4.2132733368662,6.75498150410986,14.2177142105912,0.0475266936392458,12.8563777308255
"41",0.314306976205344,0.925587196231258,1.71668683576515,1.42741348767566,5.36060029609473,8.85845653922224,9.42493186902747,3.22120494559736,17.4323009556272,0.269685701824889,0.372030826787278,0.186041432754772,1.00334108272960,9.84291292995012,0.845477467114929,1.09708742296413,4.35193292382039,6.89336647617448,12.7370769131522,0.048564563843591,13.6709931574372
"42",0.261066985589426,1.04473984006903,1.67879533644733,1.36653941369141,4.78039371359126,9.0800248605045,8.89857395668609,2.38638782886134,19.4047553460955,0.256007056584446,0.382833244180781,0.154791279628599,0.905273392030815,10.1225026842244,0.534023717748743,0.590838994253435,4.57519741945259,6.73640086434947,13.9137543672609,0.0632894655404127,12.8638102332095
"43",0.293120013393052,1.31259200042588,1.92733938092767,1.44599750045849,5.06504969668527,9.45216435356211,8.85787233510341,2.5812066758462,18.0265236282763,0.269168616357878,0.508763155313961,0.154300405473154,0.960285862598989,10.7767178686817,0.570516463789708,0.7214126079052,4.22006884713808,6.78201355044024,14.1738764919178,0.0419295357461728,11.8590810099588
"44",0.266883926635104,1.03310318682293,1.76439890971091,1.45375376425443,5.36984202225553,9.01838959560689,9.09740445064234,2.24179244896802,18.2966576497632,0.265852187663474,0.378772010251236,0.163514543886476,0.912270969203987,10.4042986685510,0.630259821937132,0.564615628429415,4.56361973636429,6.73314475252243,14.0201513009631,0.0692662987278808,12.7520081268401
"45",0.399271717185884,1.61124891010444,1.98806788557047,1.44754971300250,5.58329890538856,9.5245651061727,8.87761927206329,2.89488382669825,17.2713799599527,0.293431167765963,0.420894852722663,0.149841851494458,1.00524435499719,10.7983225087311,0.589850899686344,0.61014883315938,4.39334689715414,6.93686521114839,13.1768009491021,0.0541664627714499,11.9732007151280
"46",0.238632665984182,0.85470177218813,1.84500696335606,1.39547838008358,5.15014267902279,9.3644171520491,9.39920978681466,2.57484769875874,18.7302054813029,0.261847044052870,0.378218415476577,0.158632113064342,0.924454636564886,9.4699077250571,0.550245292292113,0.586640550478787,4.55460540053267,6.68076889110084,14.0484518579773,0.0783079586152568,12.7552775352272
"47",0.312972413442123,1.66264098952395,1.97216118231296,1.42039436592546,5.65590060999153,8.8216209015622,8.23213931319493,1.19976065463056,18.2704815328176,0.317922231301293,0.456550775677001,0.129388989456930,0.997036205063762,11.0909398708749,0.485349957694795,0.426659693814741,4.25772706117188,6.60144991597762,15.1294745748698,0.0403935549106797,12.5190352057852
